gpu_temperature,gpu_power_load,ambient_temperature,humidity,water_temperature,tds,ph,conductivity,tower_age,cooling_cycles,flow_rate,daily_water_usage,scaling_risk
63.97,67.2,19.7,56.62,29.23,374.68,7.49,480.56,11.69,4.51,61.52,4670.3,1
70.48,50.16,44.24,82.9,40.24,1197.37,7.79,1549.55,5.53,4.78,167.61,6480.82,1
50.52,64.5,40.28,31.51,33.61,618.44,7.0,802.13,10.51,5.66,76.59,7262.76,1
53.26,51.0,30.03,76.29,28.7,680.18,6.82,908.82,0.5,18.07,64.88,3968.83,1
67.66,71.73,44.44,75.44,34.96,1272.87,8.85,1827.36,14.01,10.79,139.7,8432.73,1
71.6,60.37,17.92,28.9,27.17,795.95,9.04,1078.0,8.48,4.94,52.33,8538.5,1
77.0,41.51,24.09,47.9,33.23,853.1,6.71,1099.16,9.49,4.01,47.18,1805.18,1
63.12,38.16,34.15,31.91,33.42,1347.8,7.44,1756.47,10.14,7.96,57.07,1611.82,1
81.27,68.27,25.5,37.83,32.05,1264.07,9.09,1677.17,8.64,17.96,40.04,4688.0,1
88.71,93.17,42.85,38.43,42.0,403.36,6.72,554.48,12.92,9.29,151.52,5929.84,1
85.09,54.08,16.97,58.94,33.47,767.86,8.24,1027.4,9.34,5.2,129.96,3584.29,1
51.78,81.31,31.48,48.8,26.66,1365.56,9.12,1814.13,13.66,10.08,73.58,3445.6,1
71.62,76.11,32.73,86.34,36.57,646.84,9.14,881.61,8.94,13.11,77.28,6587.5,1
54.72,95.21,34.58,28.85,30.03,645.89,7.77,838.6,2.98,2.59,169.75,6012.78,1
60.89,87.47,22.67,88.16,30.67,434.04,6.94,549.39,13.75,14.55,120.29,2753.6,1
94.4,69.66,25.94,36.14,36.61,337.19,7.05,423.13,10.38,9.9,151.76,8133.76,1
56.41,75.99,40.31,74.1,31.16,1088.37,8.9,1415.15,10.64,2.19,112.44,6599.82,1
72.45,92.89,20.85,43.73,29.49,1124.04,8.96,1425.64,14.79,15.48,78.03,4219.32,1
77.82,57.97,39.81,30.02,38.2,1362.82,8.14,1795.19,1.59,16.25,195.26,6627.19,1
81.61,52.88,31.88,80.05,35.78,1128.1,8.57,1584.52,6.71,14.58,130.5,2344.9,1
75.18,30.76,37.87,41.62,36.62,492.02,8.5,685.52,3.97,8.84,60.96,5011.92,1
50.44,87.86,36.41,66.12,31.02,248.14,8.29,340.49,9.64,12.59,104.97,2767.38,1
64.69,86.07,21.23,59.65,28.26,1382.52,8.73,1963.88,12.2,9.74,92.69,1810.73,1
73.3,37.31,32.06,53.02,34.41,608.54,8.35,795.01,14.51,16.01,74.25,4037.45,1
53.95,70.38,41.03,54.71,29.43,574.37,7.94,819.63,7.09,13.67,189.35,2630.52,1
65.78,62.48,27.96,71.26,32.02,1287.15,7.14,1711.71,11.9,3.64,180.95,6251.38,1
51.49,38.31,44.0,26.14,33.09,902.12,8.51,1199.98,13.8,14.86,71.86,6555.51,1
53.54,98.64,28.57,66.77,31.6,457.85,7.78,609.42,10.41,15.74,96.34,2615.19,1
67.86,45.03,19.28,82.71,26.84,1266.92,7.3,1608.5,4.02,9.41,161.97,1684.6,1
55.97,34.71,26.68,24.05,24.72,1392.03,8.67,2011.62,9.31,19.52,73.36,7446.08,1
75.54,71.64,43.55,29.85,40.36,304.01,8.38,388.44,14.56,18.86,134.65,1515.43,1
81.03,81.72,24.59,70.16,34.56,1234.7,9.03,1627.56,14.82,5.5,151.97,4079.35,1
86.03,32.27,41.04,50.61,38.85,668.62,6.95,878.47,9.81,20.09,144.64,5209.37,1
59.01,76.11,41.44,48.25,31.2,828.89,8.25,1048.49,13.36,10.82,153.03,7639.82,1
57.54,67.26,25.51,29.59,31.39,1297.78,7.16,1661.74,3.41,16.47,153.07,7789.19,1
54.71,37.23,17.5,55.47,27.63,1368.06,8.94,1722.34,4.07,18.28,194.37,6937.05,1
78.64,42.08,36.74,28.86,32.54,514.6,6.77,673.34,14.32,12.1,95.44,3353.98,1
81.79,69.76,24.35,53.36,33.05,455.42,8.27,648.21,2.46,9.98,180.57,6901.4,1
51.42,50.75,38.49,73.45,34.65,296.62,8.64,390.91,3.27,20.31,43.49,3349.04,1
92.13,95.68,28.28,38.08,36.98,874.16,7.46,1114.32,6.6,6.62,86.11,3109.56,1
52.34,87.31,29.56,53.66,27.45,216.33,9.08,298.34,9.05,7.14,47.78,5603.46,1
74.36,98.85,38.34,89.44,36.44,694.28,8.8,1006.23,9.26,9.23,144.19,6591.41,1
81.91,48.18,26.47,68.07,32.5,288.06,7.3,373.46,4.73,19.19,56.13,1897.89,1
89.19,97.88,28.29,78.89,33.79,686.27,6.52,896.21,13.85,20.78,175.31,1950.17,1
82.13,60.19,26.29,49.04,36.84,247.92,7.3,358.09,13.77,6.4,143.45,7381.28,1
86.08,54.33,26.02,73.75,31.94,1202.26,7.26,1545.81,6.18,19.28,44.61,7946.23,1
65.28,33.52,30.78,22.84,32.59,451.69,8.9,610.79,6.8,7.16,154.36,6033.31,1
86.67,33.69,39.26,28.6,42.0,593.97,9.11,770.93,10.69,21.41,177.93,4716.21,1
53.61,78.44,25.85,34.21,24.55,1244.06,6.69,1787.05,10.11,13.95,145.78,7839.87,1
90.27,62.06,30.73,48.14,36.47,1095.52,7.77,1584.45,6.04,2.14,44.88,6966.13,1
74.64,45.86,35.12,79.2,38.38,462.85,7.98,653.97,6.51,2.68,177.27,5846.96,1
86.78,72.98,23.08,44.24,35.84,286.28,6.75,375.87,5.55,4.95,157.19,3898.18,1
70.35,47.7,23.33,65.82,29.52,1058.81,7.52,1408.95,3.91,5.75,100.55,2984.96,1
78.96,70.43,43.0,69.65,42.0,668.84,7.36,868.47,7.14,17.35,92.58,4640.05,1
73.69,55.14,36.71,61.03,38.68,1119.3,7.95,1598.52,10.45,6.46,116.77,3651.17,1
82.92,87.65,32.32,45.01,37.58,734.35,8.29,1052.26,11.26,21.38,178.74,4044.44,1
53.67,87.45,34.43,60.39,28.67,615.2,8.4,820.54,11.79,14.72,80.33,5367.23,1
52.72,63.41,15.88,43.96,22.91,741.45,6.87,1024.16,5.93,15.85,56.15,2768.2,1
61.12,54.56,33.54,25.87,32.59,1098.27,8.69,1409.2,11.59,6.36,178.34,7546.33,1
57.18,55.38,30.29,89.5,29.52,1282.66,8.33,1714.91,0.59,19.85,44.21,2591.47,1
89.23,86.4,31.37,28.9,40.17,259.72,8.9,357.45,7.42,15.36,185.76,5107.45,1
59.86,52.97,25.78,25.06,25.93,828.93,7.71,1100.06,12.01,19.29,88.92,7094.79,1
93.91,44.63,17.44,81.5,31.6,239.4,8.91,316.38,9.64,21.13,121.32,5137.66,1
65.16,35.93,20.8,41.13,28.93,762.09,8.84,952.77,7.37,4.51,61.17,4207.67,1
58.2,62.67,43.52,65.52,33.8,1262.34,7.68,1780.98,9.85,3.93,184.36,5061.68,1
85.54,63.75,27.26,43.03,34.67,633.91,7.53,905.14,13.65,18.07,159.97,7865.03,1
79.64,88.86,29.0,47.4,31.52,1318.94,9.02,1904.41,8.71,19.32,187.86,8928.24,1
72.42,45.49,16.58,38.35,28.95,956.73,8.43,1333.54,12.1,13.68,149.32,6233.57,1
74.99,56.67,16.13,44.01,29.29,1320.99,9.01,1796.22,14.72,9.32,69.55,7450.83,1
82.36,86.59,36.52,48.75,39.68,1108.6,8.65,1445.46,10.73,15.05,89.32,1608.67,1
60.28,87.65,31.14,70.43,31.11,324.12,8.15,469.93,8.81,8.11,117.9,8102.73,1
94.84,56.92,30.26,55.81,39.03,477.38,6.81,653.03,1.04,6.77,137.16,8655.37,1
93.87,62.14,22.29,86.05,38.62,673.0,7.29,932.94,5.93,11.76,188.23,5813.77,1
79.26,51.23,37.34,22.93,35.26,404.13,9.12,560.32,8.7,6.32,101.43,7153.54,1
58.98,95.28,20.05,55.21,27.83,793.89,7.36,1126.58,12.06,11.67,152.49,5345.59,1
80.61,38.31,20.7,60.9,29.05,765.64,6.75,958.53,6.85,21.13,193.76,3646.53,1
53.25,95.36,28.82,84.41,26.72,1347.51,8.41,1743.75,14.42,18.8,64.38,7891.86,1
51.38,77.87,23.59,23.44,23.68,720.47,8.48,996.49,4.44,20.83,178.03,5976.28,1
61.6,67.21,22.42,60.14,29.81,1142.75,7.27,1633.03,11.3,18.13,107.31,5845.37,1
70.82,32.29,34.36,79.75,34.6,1330.29,7.3,1845.21,6.58,9.1,157.19,6443.49,1
89.07,63.29,34.53,36.93,39.33,1252.39,7.77,1669.05,7.55,18.24,86.97,7920.02,1
82.72,58.54,39.74,81.34,37.37,450.4,6.56,595.57,12.14,20.46,93.44,6989.3,1
83.42,41.29,27.53,21.33,34.89,795.24,8.63,1111.41,4.8,20.94,44.34,3083.43,1
69.15,75.95,17.19,71.27,26.78,617.29,7.36,863.12,1.9,15.66,195.42,5001.18,1
65.57,97.98,23.21,85.32,30.28,679.83,8.81,932.33,8.04,6.23,170.15,8852.24,1
66.7,69.35,44.4,66.0,35.23,632.97,8.67,828.11,8.17,2.79,55.03,5659.21,1
94.44,80.03,32.89,50.73,42.0,1191.63,8.29,1710.03,12.06,4.94,199.92,8536.84,1
51.8,34.79,36.29,23.14,27.3,742.57,7.38,1010.17,14.54,21.31,136.8,7600.27,1
89.02,59.24,15.22,84.41,30.97,828.43,7.89,1166.52,1.3,11.24,176.6,6495.18,1
76.04,38.15,30.55,52.92,38.06,1378.94,7.7,1782.77,9.08,19.1,50.67,4120.24,1
69.74,72.9,16.13,22.03,27.21,271.98,7.41,358.68,10.38,11.3,102.31,3782.4,1
82.64,95.69,32.08,68.29,34.26,785.55,8.79,1119.34,14.79,15.22,147.14,6325.66,1
71.9,76.32,42.62,53.73,38.33,1128.87,7.81,1422.41,14.17,2.48,57.03,4744.21,1
89.3,35.38,44.05,28.7,41.79,381.39,8.75,515.82,10.83,7.0,118.22,7490.65,1
90.53,54.83,31.22,35.0,36.89,933.84,6.78,1257.26,8.07,10.73,110.83,7203.43,1
68.98,68.55,28.75,24.51,30.11,487.36,6.88,682.42,2.84,14.61,74.57,3840.98,1
62.46,58.22,43.35,60.2,41.32,1240.88,9.14,1621.07,6.07,5.43,88.04,6770.47,1
76.66,88.36,35.21,63.54,35.98,592.52,8.09,766.61,8.98,17.29,194.74,5209.13,1
91.06,87.03,16.95,55.4,29.84,594.88,7.88,853.78,11.02,9.29,86.18,3924.69,1
59.48,72.83,28.97,77.2,33.0,917.83,7.91,1252.24,9.71,18.35,74.15,4597.25,1
78.03,56.14,22.21,80.27,33.5,420.28,7.08,534.14,10.85,3.96,125.79,8215.14,1
78.42,47.87,29.09,63.09,33.26,541.87,8.44,698.25,6.72,15.6,147.35,4196.38,1
82.99,37.41,28.66,20.89,33.91,699.96,6.73,1014.78,11.05,7.87,156.01,3655.49,1
55.92,54.84,32.46,68.67,31.69,624.37,8.05,804.88,2.58,17.91,160.68,4138.55,1
82.21,58.92,25.7,49.26,34.06,829.85,8.04,1138.64,2.86,10.04,45.89,3109.64,1
90.91,77.31,19.93,59.59,30.85,919.57,8.97,1226.73,2.86,15.31,103.0,5584.76,1
58.09,76.07,30.11,65.44,33.63,880.0,7.92,1255.87,13.42,20.69,163.83,2605.77,1
60.69,34.91,39.91,44.52,33.27,985.0,6.87,1380.02,1.6,2.41,184.78,7630.83,1
93.71,57.67,34.92,84.2,42.0,569.3,8.05,779.59,12.12,2.22,136.35,3191.85,1
58.14,42.72,25.15,29.38,30.9,351.71,6.75,440.39,3.89,17.41,48.37,5985.41,1
88.45,40.98,43.07,67.01,40.18,1112.97,7.05,1587.05,7.29,14.93,103.46,2437.69,1
72.15,87.91,42.37,20.31,39.93,1220.94,6.58,1634.75,13.78,7.86,51.88,8838.4,1
61.13,32.93,21.28,84.73,26.43,508.41,7.89,730.23,9.0,11.89,159.77,4909.32,1
89.18,59.34,16.18,27.88,29.23,688.51,6.73,928.87,3.55,2.84,50.16,7666.29,1
70.04,41.77,37.24,26.64,34.69,798.28,7.77,1108.69,4.62,5.85,69.72,7264.86,1
73.17,91.55,39.83,43.31,38.03,839.99,9.02,1061.63,13.85,10.49,106.71,6852.7,1
66.17,68.99,44.04,46.15,36.03,991.39,8.44,1386.98,6.69,18.68,114.02,7705.24,1
76.68,46.2,41.7,35.0,38.15,249.92,6.71,329.3,9.01,11.59,105.04,2253.48,1
57.36,65.17,33.02,60.96,33.18,1065.77,7.11,1407.11,7.17,13.73,114.14,6588.73,1
67.6,81.2,30.9,51.0,32.93,274.37,8.32,349.47,5.99,19.48,154.12,3493.7,1
93.62,97.07,15.84,22.39,32.26,761.95,8.92,974.81,3.74,8.18,99.08,7394.04,1
61.62,45.43,22.4,42.38,29.65,1193.21,6.59,1535.84,10.45,16.01,127.64,8676.52,1
79.55,92.03,28.79,76.73,35.36,741.46,8.69,975.49,10.91,19.23,88.54,8261.17,1
64.63,95.4,33.86,68.28,27.96,378.91,8.02,541.23,4.49,6.05,96.58,2362.14,1
84.81,94.15,31.72,70.74,38.16,1382.04,7.97,1829.34,11.94,9.13,138.21,4271.64,1
55.89,74.48,37.28,68.87,32.8,1267.14,9.09,1767.5,12.89,21.6,118.48,4232.42,1
93.64,74.09,23.39,41.77,36.64,1125.58,8.52,1425.6,13.85,21.66,155.69,2417.22,1
70.42,58.22,31.95,26.98,35.57,693.81,8.8,949.29,2.84,6.46,129.69,2235.95,1
60.62,82.67,17.64,39.07,24.99,420.61,7.46,566.31,4.91,3.33,168.57,4386.68,1
53.31,67.19,27.41,78.22,28.59,1329.69,8.0,1922.19,12.98,7.42,110.95,8940.54,1
57.64,77.42,37.5,88.63,29.4,838.82,8.16,1190.49,3.38,9.95,118.57,5767.07,1
73.39,59.99,35.8,54.57,36.69,1222.83,7.37,1639.77,0.55,10.82,147.2,6163.36,1
65.17,81.2,44.72,20.68,40.85,610.51,8.04,857.79,13.13,14.38,75.4,5032.64,1
87.3,87.71,23.34,29.8,33.0,602.35,7.14,776.19,5.23,19.99,101.75,6467.48,1
69.39,40.25,29.95,42.55,31.31,1382.65,6.89,1883.81,6.51,8.61,139.97,8674.97,1
61.19,88.31,24.89,60.5,27.59,826.2,7.51,1045.08,6.97,19.0,44.62,5915.23,1
77.77,67.82,28.22,25.26,34.58,368.83,8.5,486.72,12.8,3.87,109.92,1987.79,1
81.8,89.13,40.71,86.04,37.57,463.61,8.97,600.45,5.4,2.84,135.82,5196.68,1
57.52,60.19,35.53,45.56,32.66,778.33,7.74,1084.83,13.44,12.08,194.78,8945.63,1
57.54,56.53,41.47,83.88,35.6,250.97,8.24,338.31,9.45,3.19,180.32,4405.52,1
51.65,94.05,21.11,74.64,26.37,755.04,6.78,1057.22,8.15,9.85,84.92,5954.11,1
83.14,47.58,41.2,72.88,36.67,702.73,8.94,950.83,5.22,19.94,121.15,2299.78,1
79.87,89.09,16.79,62.47,32.84,1135.2,8.04,1438.64,4.03,6.83,49.03,2558.85,1
71.36,63.88,41.66,63.87,39.29,625.93,8.61,874.47,9.55,16.12,78.52,8060.11,1
87.99,65.99,24.87,64.66,37.36,1379.06,8.64,1953.64,6.98,8.05,163.98,3752.58,1
86.26,51.59,24.44,64.01,35.86,416.92,7.19,596.5,13.7,2.9,59.73,3790.88,1
76.34,70.11,30.36,58.76,35.15,909.18,7.93,1240.49,7.63,13.13,81.23,4404.1,1
89.07,52.76,43.22,89.05,42.0,307.64,9.09,430.92,7.92,18.7,191.05,8748.59,1
59.26,32.75,16.43,71.26,29.41,1080.64,6.74,1513.33,6.54,10.19,171.82,2132.93,1
55.04,49.04,25.57,74.39,25.8,1393.7,8.34,1785.54,11.94,14.35,165.09,7640.73,1
62.14,30.45,40.7,81.07,36.93,1182.97,9.1,1517.56,6.66,20.0,178.33,4061.68,1
52.57,98.48,26.88,35.09,27.38,866.84,7.31,1095.84,4.41,17.79,159.94,7871.01,1
73.9,97.6,20.97,25.87,30.56,781.69,8.83,1027.13,13.0,5.88,59.29,8938.17,1
92.15,57.66,27.74,53.8,34.67,1202.04,9.02,1616.38,9.15,16.67,122.65,4115.01,1
51.77,80.99,26.57,55.99,26.67,1323.17,8.52,1918.04,9.08,12.04,111.08,2470.17,1
55.49,54.21,42.46,78.04,31.74,1387.05,7.12,1853.37,9.36,16.92,89.78,2582.82,1
70.35,76.98,37.86,51.06,34.91,675.85,7.4,942.97,10.92,11.89,173.45,7190.56,1
92.02,86.38,30.15,59.96,36.36,1389.1,6.6,1929.02,5.04,4.56,114.26,2586.91,1
64.23,96.27,44.65,56.89,35.79,387.11,8.74,499.72,0.99,13.4,49.65,3453.16,1
72.83,58.01,28.96,22.67,32.53,504.26,8.79,636.23,12.25,11.84,83.99,3032.99,1
51.87,84.83,16.75,63.07,24.02,306.82,8.21,417.03,2.37,12.36,76.58,4167.59,1
56.68,48.61,22.87,77.96,23.94,526.09,7.45,731.29,10.97,19.58,182.0,2057.75,1
94.4,99.32,28.08,31.03,35.54,1121.53,6.71,1625.82,1.69,19.9,143.59,7925.57,1
93.43,31.8,19.71,61.6,35.98,1223.51,8.53,1617.14,5.94,11.07,129.66,7951.1,1
50.22,72.25,43.43,61.55,31.16,1134.67,8.46,1621.75,1.41,11.11,121.06,4597.0,1
92.83,76.17,38.01,31.49,42.0,957.28,8.96,1269.72,8.07,12.3,144.02,6090.66,1
78.76,78.16,23.05,28.64,33.21,816.76,8.47,1133.57,9.97,12.39,160.78,6314.64,1
89.06,38.43,32.72,88.6,39.93,1050.45,8.74,1438.74,2.99,21.01,128.7,7119.44,1
70.46,95.7,36.64,47.56,38.26,669.0,8.51,843.34,5.89,14.99,190.13,5405.18,1
73.2,42.68,43.24,35.92,37.81,1209.57,8.2,1530.93,13.99,7.55,196.29,5327.52,1
72.0,73.59,41.45,31.99,36.36,1012.63,7.65,1269.99,6.91,12.63,199.25,6234.78,1
80.01,45.59,30.46,66.73,37.41,1037.37,8.94,1373.65,12.14,14.54,147.1,6772.86,1
56.28,51.51,38.24,62.66,33.47,843.12,8.26,1179.66,13.94,14.8,189.22,4100.18,1
51.35,68.25,31.86,65.05,28.62,1262.27,7.58,1621.46,14.63,13.71,104.72,3977.78,1
63.86,59.2,31.58,26.16,34.8,502.42,6.73,688.9,13.53,5.55,177.53,3522.89,1
81.71,41.22,18.44,82.55,31.46,657.38,7.28,859.7,5.1,2.67,185.47,5616.35,1
59.08,41.97,18.78,47.25,26.41,1133.17,7.97,1597.09,14.46,8.76,184.66,4201.17,1
80.3,59.27,30.89,41.94,35.93,791.3,7.24,1115.48,12.28,10.55,172.94,5552.35,1
93.65,83.01,23.07,52.37,34.62,1267.06,7.1,1780.32,12.64,3.24,105.06,4544.89,1
54.23,92.86,15.63,47.3,24.18,615.68,7.92,834.22,0.72,18.3,65.43,7775.51,1
80.27,35.89,36.69,80.45,40.7,643.2,6.96,840.6,14.34,8.88,93.43,2048.48,1
69.97,57.52,15.97,85.05,28.97,1266.48,8.66,1788.13,11.78,20.27,162.77,5791.58,1
89.07,37.02,32.86,41.24,38.83,757.24,7.81,974.74,11.64,5.09,77.26,5817.18,1
57.97,31.16,31.18,80.48,30.08,819.35,8.05,1071.67,1.68,3.14,116.52,4377.88,1
81.17,76.32,44.06,74.71,41.38,599.32,6.9,771.19,3.87,11.65,130.46,4657.66,1
87.72,72.17,29.53,85.16,38.76,532.0,7.38,736.74,14.45,5.78,136.62,7500.99,1
92.51,41.41,16.91,37.2,35.26,987.14,7.61,1369.41,7.76,20.75,189.72,3605.05,1
80.75,46.37,31.55,60.39,35.57,343.81,8.68,474.63,6.27,2.21,145.84,8035.53,1
72.37,31.66,40.23,39.22,37.82,1255.13,8.58,1673.24,12.68,10.25,165.81,8222.57,1
77.8,88.45,44.91,77.69,41.13,1135.04,7.1,1441.54,1.77,20.53,133.1,6379.64,1
89.1,98.23,27.91,20.37,35.03,428.9,8.16,614.28,6.55,9.69,173.37,7296.43,1
75.68,39.48,24.61,59.54,32.87,1032.82,7.16,1395.91,5.95,3.86,82.19,6097.11,1
51.37,46.2,42.2,43.74,28.29,923.16,9.17,1229.09,5.57,8.06,73.58,5439.44,1
91.89,90.79,20.74,42.59,36.2,421.44,9.07,576.43,4.96,11.96,188.21,8750.08,1
81.03,94.85,33.46,65.14,38.29,527.84,8.02,680.16,3.55,5.7,150.96,3619.91,1
80.44,59.37,27.17,79.6,36.12,690.78,8.39,881.79,3.01,11.33,147.44,2656.13,1
59.71,33.54,16.23,62.64,24.82,1039.09,8.66,1383.14,9.79,18.73,114.77,3656.14,1
79.65,32.76,25.42,79.72,34.43,966.47,8.45,1252.01,13.83,19.45,100.27,6109.69,1
67.72,70.18,22.96,38.52,32.81,838.68,8.39,1089.33,7.88,2.99,128.91,2888.88,1
79.31,57.5,35.58,56.37,40.11,1122.09,9.09,1602.91,4.82,5.22,59.29,8316.11,1
54.8,32.01,43.46,51.54,33.85,1109.53,8.11,1504.68,2.81,7.51,112.75,4582.68,1
79.6,70.83,23.04,20.82,33.24,941.43,8.22,1267.82,12.54,13.9,112.86,7874.72,1
94.97,30.79,39.34,58.98,42.0,1144.39,8.79,1588.29,14.59,9.22,126.13,3369.27,1
52.17,85.12,16.66,66.31,20.87,601.12,8.31,865.79,5.56,18.88,141.55,3848.76,1
93.97,51.45,31.14,61.43,38.75,1257.5,8.48,1600.09,4.72,16.33,193.17,1944.18,1
68.31,32.82,17.12,71.54,30.74,937.89,7.13,1328.72,9.22,4.01,144.35,3433.26,1
89.18,71.18,43.02,59.99,42.0,1186.84,7.5,1622.17,11.74,14.49,181.4,5177.35,1
85.21,57.84,37.99,24.67,40.34,855.53,6.9,1094.43,7.1,4.26,129.01,8596.03,1
75.52,98.17,34.74,28.15,33.03,462.13,7.87,605.12,9.64,7.1,140.31,4416.77,1
83.23,68.09,39.72,61.75,39.61,850.89,7.73,1145.7,10.89,5.56,51.17,6298.08,1
89.53,49.27,34.43,39.25,38.25,645.33,9.19,895.88,14.43,5.46,61.32,4707.83,1
68.19,79.66,44.07,25.58,38.13,1037.0,8.15,1346.57,2.89,14.33,132.75,1850.94,1
64.72,49.0,36.42,50.07,32.31,770.95,8.62,1046.16,14.96,13.27,103.31,5276.49,1
80.04,93.3,42.74,58.8,37.92,1203.34,7.4,1668.95,6.19,5.52,167.81,1994.35,1
86.35,56.23,30.51,43.01,33.14,1013.69,8.75,1358.09,10.99,21.8,126.91,8127.75,1
84.3,68.49,18.51,70.43,35.0,1021.45,8.16,1453.12,8.8,10.44,181.17,7147.78,1
85.9,33.54,30.85,65.06,36.47,460.59,8.38,655.83,7.56,3.94,195.57,4339.89,1
69.6,59.83,18.81,43.3,29.3,1381.1,7.29,1856.39,10.62,4.41,63.62,6301.64,1
86.8,88.27,32.77,72.84,38.17,1210.01,7.98,1747.96,6.24,13.68,103.17,2340.21,1
55.41,86.4,29.47,65.41,27.03,1146.81,8.21,1450.84,2.33,21.58,146.4,6769.16,1
74.5,45.7,33.68,64.62,32.89,596.26,8.09,745.72,7.59,13.44,88.88,7670.49,1
50.26,45.83,15.3,58.74,20.91,842.76,8.97,1117.61,8.07,20.98,82.73,7663.09,1
64.61,87.21,20.85,20.8,27.0,364.52,8.93,499.48,3.43,10.88,170.2,3632.08,1
66.49,95.13,29.74,68.76,32.76,846.17,9.12,1164.2,14.07,10.72,196.86,3478.1,1
67.83,36.68,43.52,46.32,35.6,375.07,8.3,504.57,3.8,12.0,163.81,5410.48,1
81.3,61.5,26.51,85.98,38.09,863.65,9.12,1101.13,6.43,15.95,123.79,8758.29,1
67.49,53.62,27.73,77.26,33.63,978.47,8.75,1256.45,2.75,9.35,110.8,8403.92,1
70.19,90.95,36.44,61.14,36.92,668.24,7.23,949.18,8.27,19.28,126.34,4197.29,1
60.69,35.85,33.11,37.65,31.52,798.25,7.65,1136.38,4.96,2.59,114.05,7348.72,1
66.8,44.78,23.97,34.26,33.12,1250.78,7.14,1732.06,7.59,10.8,120.46,8409.88,1
60.23,82.67,27.32,43.83,29.18,330.28,6.51,456.72,3.76,12.22,72.55,3456.95,1
53.29,33.59,21.53,53.36,25.8,1150.08,7.01,1575.08,1.28,14.14,184.6,7727.22,1
77.16,64.48,43.98,40.72,40.02,404.91,6.51,522.56,11.8,7.52,160.73,3509.22,1
80.07,60.95,18.92,56.05,33.04,244.05,8.44,325.96,9.8,10.55,148.96,4074.62,1
77.88,53.41,26.16,31.58,34.9,422.69,7.65,587.19,5.44,11.69,191.99,2991.16,1
70.86,57.62,15.78,88.44,27.29,1118.05,7.34,1517.7,1.19,15.74,85.5,5303.1,1
67.09,67.1,21.65,27.55,28.29,686.15,8.56,860.24,13.05,17.47,52.99,7824.83,1
88.85,41.3,38.41,85.24,41.94,1247.02,8.75,1796.6,2.96,16.76,172.18,5460.39,1
73.36,70.04,21.04,83.95,32.13,829.65,9.13,1177.24,14.0,8.83,199.75,2425.8,1
71.56,86.38,17.4,56.78,28.19,226.7,8.23,295.19,7.44,21.99,132.55,3388.32,1
51.15,83.21,29.23,70.74,24.85,1060.06,7.75,1455.77,5.44,18.97,49.41,5721.46,1
65.36,40.77,15.3,50.52,26.28,332.28,7.32,476.7,11.26,7.2,164.87,5873.91,1
67.11,40.45,17.54,64.1,29.16,1147.26,7.1,1456.1,13.21,5.9,51.8,5826.79,1
67.95,48.77,39.23,43.84,39.33,401.72,7.07,542.57,5.88,8.28,126.4,2077.53,1
76.11,55.28,38.14,41.08,34.98,614.54,7.6,824.25,6.41,11.05,84.41,7152.72,1
74.01,58.59,42.45,60.48,37.51,1113.53,9.18,1483.26,6.78,19.02,186.4,8320.71,1
77.36,77.58,40.64,54.87,37.78,1345.08,6.5,1906.13,13.87,17.57,112.21,5328.89,1
84.42,33.97,35.5,60.57,41.24,645.72,7.03,856.31,10.54,19.02,183.75,6891.22,1
86.58,32.43,16.57,40.07,32.38,1195.28,7.01,1509.32,4.09,7.44,87.85,8355.12,1
82.32,57.43,38.49,45.69,37.23,428.95,8.44,541.84,3.18,13.87,101.98,6319.67,1
93.0,78.8,40.37,25.87,42.0,1168.62,7.45,1470.76,3.84,7.66,191.54,6557.44,1
50.82,43.54,38.97,23.66,30.54,988.99,7.73,1317.17,4.32,4.18,72.21,6910.53,1
58.81,74.91,30.25,37.74,27.84,431.29,6.9,601.08,3.84,15.68,132.56,3453.77,1
50.34,48.19,21.99,25.2,23.5,563.0,7.59,726.7,10.05,4.86,102.16,5870.08,1
79.14,92.03,40.36,27.26,42.0,358.13,6.78,493.96,2.18,15.35,163.87,7816.31,1
90.41,92.7,36.81,76.9,41.26,659.56,7.94,915.09,6.12,14.96,60.69,3721.22,1
60.96,50.81,44.42,22.72,36.0,444.38,6.76,578.15,9.56,18.2,109.95,8228.78,1
91.72,46.1,19.67,66.13,34.31,972.8,8.63,1332.84,4.72,4.79,151.83,6152.86,1
52.71,58.79,21.77,39.08,26.38,1393.41,8.03,1932.62,1.45,17.67,105.12,4673.81,1
92.05,46.84,21.35,81.01,36.05,214.41,8.45,288.02,1.69,21.99,49.37,6173.87,1
65.82,77.07,38.78,53.95,35.61,849.1,7.63,1118.56,2.33,19.02,152.82,4513.95,1
54.56,87.82,20.61,41.39,26.08,888.4,7.53,1220.51,12.62,17.04,120.51,7785.27,1
71.86,77.12,17.0,56.23,30.65,1297.05,6.77,1874.98,10.04,15.24,41.81,5117.39,1
61.55,87.7,44.96,46.74,36.17,807.21,7.91,1077.92,1.44,10.44,138.02,8259.1,1
62.82,57.79,15.74,59.5,24.26,852.44,7.89,1132.34,6.17,16.61,187.18,5323.56,1
63.83,40.94,40.06,28.02,33.75,765.98,7.76,1028.6,4.54,16.48,57.76,6452.76,1
86.14,81.66,25.96,89.79,31.66,522.69,8.5,661.32,8.88,14.63,134.51,8983.08,1
74.26,55.23,40.25,49.79,41.71,267.23,8.75,363.61,8.08,17.93,156.59,2602.24,1
